id,business_name,contact_name,email,phone,address,membership_id,notes,website,google_place_id,contacted,hidden,is_member,is_past_sponsor
41167472-31ba-4369-9dc2-9e624a36fb87,T.J. Maxx,,,(206) 363-9511,"11029 Roosevelt Way NE, Seattle, WA 98125",,,https://tjmaxx.tjx.com/store/index.jsp,ChIJQ-fULVgRkFQR_WJOm-oMZSY,false,false,false,false
4179239c-49c3-4424-8138-a6dcbbf177a4,Fade Zone Barbershop,,,(425) 491-0323,"1415 NE 80th St, Seattle, WA 98115",,,https://book.squareup.com/appointments/y3i7ilpw6hukdb/location/LRFBC7K1WEVR4/services,ChIJDbAkumwVkFQREPAvpiar6Ts,false,false,false,false
43996327-4ad0-471f-8a9d-866bcbf914e7,LTHJ Global,,,,"7511 Greenwood Avenue North, Seattle, WA 98103",,,http://www.lthjglobal.com/,ChIJGRuuN00VkFQR2QkrfS54dFI,false,false,false,false
43b9006c-6e54-43e0-b577-346ee6261380,Northgate Branch - The Seattle Public Library,,,(206) 386-1980,"10548 5th Ave NE, Seattle, WA 98125",,,https://www.spl.org/hours-and-locations/northgate-branch,ChIJdX-1BlYRkFQR1K4KC7eEyMs,false,false,false,false
4572fa81-fc54-4ea8-b80a-48c825c0d760,Hugo's Barbershop,,,(360) 942-7329,"8011 Lake City Way NE, Seattle, WA 98115",,,https://hugosbarbershopsea.com/,ChIJY8FSBaoVkFQRzyS0XKNQ47E,false,false,false,false
467e4d2d-4d17-4824-9124-a3a9e1ee3071,Ohana Fiduciary Corporation,,,(206) 782-1189,"155 NE 100th St Suite 209, Seattle, WA 98125",,,http://www.ohanafc.com/,ChIJyR41AzQRkFQRGihcSrhCWco,false,false,false,false
46d54d41-1644-4b2d-a7c4-54759bab41cb,Kelly Cannoli,,,(425) 345-2743,"11310 Lake City Way NE, Seattle, WA 98125",,,https://kellycannoli.com/,ChIJJ1EDn3ETkFQRtoPtVzEbb60,false,false,false,false
4aed9e3d-39fd-40c7-a113-908f6fb3f079,Chevron,,,(206) 525-8821,"8506 5th Ave NE, Seattle, WA 98115",,,http://www.chevronwithtechron.com/stations/station-finder.aspx,ChIJSVKfJgkUkFQR_KOXSN6CWzE,false,false,false,false
4b471600-69ba-4f5a-a853-3069b8de7fbd,Sierra Faye Kennedy LMT,,,(206) 465-6344,"9500 Roosevelt Way NE 304 (third floor, Seattle, WA 98115",,,https://sierrafaye.com/,ChIJo7GfG9wTkFQRqftPU7BkBe4,false,false,false,false
4b9a6771-74ce-4b9a-acca-13d04564adfb,Baldwyn,,,(206) 350-5541,"10712 5th Ave NE, Seattle, WA 98125",,,https://www.liveatbaldwyn.com/,ChIJqb4fNpMRkFQRlPO28R_n6wo,false,false,false,false
5411203f-1c33-4b01-84bf-072465e78a52,Caring Presence Psychotherapy,,,(206) 367-3058,"9500 Roosevelt Way NE # 210, Seattle, WA 98115",,,https://caringpresence.net/,ChIJwWmVofkTkFQRkv2Rpk03xig,false,false,false,false
551e88c9-b2c3-4b1f-a85f-bd6bfb207a93,Taco Bell,,,(206) 729-0986,"1110 N 90th St, Seattle, WA 98103",,,https://locations.tacobell.com/wa/seattle/1110-north-90th-street.html?utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=035314&utm_content=website&y_source=1_NjE0NzAzMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,ChIJ6zPdWhwUkFQRVz-OSu_tEek,false,false,false,false
5593d0b4-b00b-4249-a637-b88a074850b8,Maple Leaf Foundation,,,(206) 234-9003,"8809 Roosevelt Way NE, Seattle, WA 98115",,,https://home-together.org/,ChIJs8BM0wkUkFQRI56kQ33hrqc,false,false,false,false
571b785e-1159-422f-9084-ded77a6c366e,The Growler Guys,,,(206) 522-2337,"8500 Lake City Way NE, Seattle, WA 98115",,,https://www.thegrowlerguys.com/locations/seattle-northeast/,ChIJq8lCYfQTkFQRm8b5ZJSH52g,false,false,false,false
58c33cdb-d210-4a1c-9aa8-eef78ea52e41,Maple Leaf Plaza Apartments,,,(425) 633-3330,"2021 NE 90th St, Seattle, WA 98115",,,https://www.mapleleafplaza.com/,ChIJgdlDY_ETkFQR3laMSlEsJbU,false,false,false,false
5a20f82d-5c5f-4840-86d3-b606cebdfdf5,32 Bar & Grill,,,(206) 279-7770,"10601 5th Ave NE, Seattle, WA 98125",,,https://www.krakencommunityiceplex.com/venue/32-bar-grill/,ChIJQeT5OTURkFQRq1YBP7bm4JU,false,false,false,false
5aaa85bf-729d-45d0-a662-ead3a8cf43b6,Watershed Pub & Kitchen,,,(206) 729-7433,"10104 3rd Ave NE, Seattle, WA 98125",,,http://www.watershedpub.com/,ChIJgexusP8TkFQRbL-n7XJMhdc,false,false,false,false
5dda1e57-8d2d-4ca0-adf0-fb04e8ee2a03,Gyro SABABA Northgate,,,(206) 367-7000,"2100 N Northgate Way suite E, Seattle, WA 98133",,,https://www.gyrosababa.com/order,ChIJmaWs7NIRkFQRCQxJLggIaUE,false,false,false,false
5efc91cb-ed06-445d-aaa6-9215bd7635f6,Cloud City Coffee,,,,"8801 Roosevelt Way NE, Seattle, WA 98115",,,http://www.cloudcitycoffee.com/,ChIJI3ME0wkUkFQRuYZVJqVvzFo,false,false,false,false
611cdc6d-4865-450e-9132-b7f2f5f4c5fa,Discount Tire,,,(206) 365-1614,"810 NE Northgate Way, Seattle, WA 98125",,,https://www.discounttire.com/store/wa/seattle/s/1270,ChIJ02k8elcRkFQRLZYoTUimB3Q,false,false,false,false
6323cc94-8cf7-4866-9b19-357a05ef3973,Safeway,,,(206) 306-0504,"12318 15th Ave NE, Seattle, WA 98125",,,https://local.safeway.com/safeway/wa/seattle/12318-15th-ave-ne.html,ChIJZ7YkV10RkFQR__sXY3QJ468,false,false,false,false
64020d8a-4dda-4722-9d8b-4baa9a6b5bf5,Reservoir Bar & Grill,,,(206) 528-2107,"8509 Roosevelt Way NE, Seattle, WA 98115",,,https://m.facebook.com/Reservoir-Bar-Grill-111665005537344/?ref=page_internal&mt_nav=0,ChIJr7ZhkQkUkFQRHGHBBROFzEA,false,false,false,false
66b0755b-21cd-4823-9d6c-2534c764a60f,Northgate Station Parking Garage,,,,"120 NE 103rd St, Seattle, WA 98125",,,https://www.soundtransit.org/ride-with-us/parking/seattle-north-king-county/northgate-station-garage,ChIJgdiF4qARkFQRkXdAKOUB-Kk,false,false,false,false
6a0f5111-5389-48b4-9f24-3ca2e956af6a,Uncle Ike's Dispensary Seattle Lake City,,,(206) 436-0044,"11306 Lake City Way NE, Seattle, WA 98125",,,https://ikes.com/stores/lake-city/?utm_source=gmb&utm_medium=organic&utm_campaign=lake_city_gbp,ChIJaQtruXYTkFQRdM-bd2vNRQQ,false,false,false,false
6a392749-7c28-4967-a23b-48f8bf73fdeb,All Ways Caring HomeCare,,,(206) 557-6216,"9706 4th Ave NE #205, Seattle, WA 98115",,,https://www.allwayscaring.com/location/all-ways-caring-homecare-north-seattle-washington/,ChIJ1_RWclMRkFQRx6G9f_GtxuM,false,false,false,false
6cce5867-9b6d-4b67-894c-4593ecb085c5,Maple Leaf Loft,,,,"9524 20th Ave NE, Seattle, WA 98115",,,https://airbnb.com/h/mapleleafloft,ChIJXXT06xQTkFQRL_faW_Hwjiw,false,false,false,false
6e22fe39-15ea-413b-b5ef-3bb605a6e967,Maple Leaf Music Space,,,(206) 661-7807,"1060 NE 100th St, Seattle, WA 98125",,,https://www.facebook.com/MapleLeafMusicSpace,ChIJHW3ihvsTkFQRuoCKpyMplZc,false,false,false,false
6e31c65b-88c8-4221-b36e-ce558c545bb8,Pacha Collective,,,(206) 888-8068,"7119 Woodlawn Ave NE, Seattle, WA 98115",,,https://www.pacha-collective.com/,ChIJHZgLE_8VkFQRQHv7ZHqJzkY,false,false,false,false
713f3de8-b565-4d7a-acae-9199d8f27dfd,Maple Leaf Court Apartments,,,(206) 525-1494,"8620 23rd Ave NE, Seattle, WA 98115",,,,ChIJV_8loRATkFQRH3LUVPjM7Vc,false,false,false,false
73610f9b-8d36-441e-9bf6-3c20092e2ecc,Maple Leaf Community Garden P-Patch,,,(206) 684-4075,"529 NE 103rd St, Seattle, WA 98125",,,https://www.seattle.gov/neighborhoods/p-patch-gardening/garden-list/maple-leaf,ChIJvbY2cP4TkFQRuJzmV-o0cfs,false,false,false,false
74447a2c-c26d-4d47-9e65-8824ff16bb10,Abused Deaf Women's Advocacy Services,,,(206) 922-7088,"8623 Roosevelt Way NE, Seattle, WA 98115",,,http://www.adwas.org/,ChIJaZfKzwkUkFQRAfcFDwvhiD8,false,false,false,false
76368417-1c92-426a-aadd-7cdb2ed1f076,Starbucks,,,(253) 367-5630,"1601 4th Ave NE, Seattle, WA 98125",,,https://www.starbucks.ca/store-locator/store/1031527/,ChIJB1IZQ6URkFQRCSLSUnHJ3WI,false,false,false,false
7abdcc55-c02b-425b-afb1-96ca9c8a12f8,Tengu Sushi Japanese Restaurant,,,(206) 525-9999,"311 NE Thornton Pl, Seattle, WA 98125",,,https://order.online/business/tengu-japanese-restaurant-1029600,ChIJQUO7Lf4TkFQRmyTLbUNAgMc,false,false,false,false
7dcc6b70-d6d2-450a-8e03-b8a933923926,Seattle Waldorf School,,,(206) 524-5320,"2728 NE 100th St, Seattle, WA 98125",,,http://www.seattlewaldorf.org/,ChIJxcu6p-gTkFQRnp26U13puCs,false,false,false,false
7ecdea7f-1280-487a-a169-2eeae490fc64,Poke Cafe,,,(206) 532-6090,"540 NE Northgate Way, Seattle, WA 98125",,,https://www.trezousa.com/,ChIJtQFI2lYRkFQRE4wNw4NOrzU,false,false,false,false
7fa9f85c-cb7d-4c58-92ff-ef3c8eee68e8,North Seattle Towing Company,,,(206) 922-9299,"9522 1st Ave NE APT B7, Seattle, WA 98115",,,http://northseattletowingcompany.com/,ChIJEdgoBDYVkFQREaJBuExPeS4,false,false,false,false
7fdf2fa7-e102-4f0d-8fdf-4c6642f6afa9,Zarr Del Salon Studio,,,(206) 915-7819,"10800 Roosevelt Way NE, Seattle, WA 98125",,,https://zarrdaymaker.glossgenius.com/,ChIJ_QN_DvERkFQRERfQTMEPXII,false,false,false,false
816c674c-6a84-46b8-b74a-ccd14d85d8a0,Accountability Services PLLC,,,(206) 522-0110,"10202 5th Ave NE Suite 200, Seattle, WA 98125",,,https://www.accountabilityservices.com/,ChIJybzoSIAUkFQRfxsjGHcbuqk,false,false,false,false
828bf366-7bc1-4711-991d-ed3c21bf75da,Koehler & Company,,,(206) 682-2680,"9750 3rd Ave NE Suite 101, Seattle, WA 98115",,,http://koehlerandcompany.com/,ChIJ_fbjKk0VkFQR7rUIvZ0lfz0,false,false,false,false
8455f57c-7240-4e13-bfbc-282c06473db3,Regal Thornton Place,,,(844) 462-7342,"301 NE 103rd St, Seattle, WA 98125",,,https://www.regmovies.com/theatres/regal-thornton-place-1937?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,ChIJSYMDLf4TkFQRjqvEO65GgUs,false,false,false,false
84fed22f-15be-4d2e-8b60-c319cc38753f,Maple Leaf Screen Printing,,,(206) 354-2208,"9202 8th Ave NE, Seattle, WA 98115",,,https://mapleleafscreenprinting.com/,ChIJTyWlbPgTkFQR8iiGtMR13Fg,false,false,false,false
85e1569d-51f0-46ed-869f-299126c6dc11,EdgePoint Apartments,,,(206) 208-2878,"320 N 85th St, Seattle, WA 98103",,,https://www.sheaapartments.com/apartments/edgepoint/?utm_source=gmb&utm_medium=organic&utm_campaign=edgepoint,ChIJWcyMMS4VkFQRPhO7jUrZpSk,false,false,false,false
88c279e2-c720-4fcb-bb10-ef453ce64857,Maple Leaf Mental Health,,,(206) 360-1002,"9706 4th Ave NE Suite 320, Seattle, WA 98115",,,https://mapleleafmentalhealth.com/,ChIJk0QYwFITkFQR3iUJJGD4oOM,false,false,false,false
88ce0dbb-6731-4af5-8e56-5080c7c718e1,Phixer,,,(206) 934-1858,"155 NE 100th St #309, Seattle, WA 98125",,,https://www.phixer.net/,ChIJ7SNem_8TkFQRWUJvWJYEUgA,false,false,false,false
8ae18c82-91ad-4b0d-8c6f-15aec7e36c16,WPI Real Estate Services Inc,,,(206) 522-8172,"9500 Roosevelt Way NE STE 100, Seattle, WA 98115",,,http://www.wpirealestate.com/,ChIJwWmVofkTkFQRsyq3EBzChuw,false,false,false,false
8dc835f4-eef9-4bfa-aa01-6a696c3adf89,Les Schwab Tire Center,,,(206) 522-5422,"9801 Lake City Way NE, Seattle, WA 98115",,,https://www.lesschwab.com/stores/wa/seattle/9801-lake-city-way-ne?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,ChIJB5jbnOUTkFQRGG-618avQXE,false,false,false,false
8e27c3b4-223f-4692-aeeb-fc6522a51ba2,Masala of India Cuisine,,,(206) 417-1118,"507 NE Northgate Way Suite G, Seattle, WA 98125",,,https://www.masalaofindia.com/,ChIJ85aSQlwPkFQRWHf24SoqU70,false,false,false,false
907378ad-107e-4e2b-8006-f93cc5acf416,Cafe Javasti,,,(206) 985-9903,"8410 5th Ave NE, Seattle, WA 98115",,,http://www.javasti.com/,ChIJ_2kNMAkUkFQR3i8xVCzxHec,false,false,false,false
91b8e051-4fb0-41b0-a62a-be15b3098c1b,"Midwife Seattle, Inc.",,,(206) 784-2422,"8927 Roosevelt Way NE, Seattle, WA 98115",,,http://www.midwifeseattle.com/,ChIJgbIyIaUWkFQRX3F4DSTA92o,false,false,false,false
91bb7468-a9c6-4eb1-8f79-b8fc8a5a329c,"Frontier Bonding Service, LLC",,,(206) 281-8411,"155 NE 100th St Suite 201, Seattle, WA 98125",,,,ChIJ1TsZg_8TkFQRjlACo7xQiRg,false,false,false,false
91be0090-f95c-40b3-812e-f3fce761de61,"Rooster's Espresso, Inc.",,,(206) 632-6351,"7809 Lake City Way NE, Seattle, WA 98115",,,https://www.facebook.com/roosters.espresso.inc,ChIJRzltMQsUkFQRJ0MqSgNFumo,false,false,false,false
92f99e7c-18de-44e3-8aad-7b281b08c5ac,Green Lake Park & Ride,,,,"6601 8th Ave NE, Seattle, WA 98115",,,,ChIJKekWuXIUkFQR8z6tlovjECQ,false,false,false,false
944c763c-71c2-42cc-b8cb-4be9b32d7d87,Kaiser Permanente Northgate Medical Center,,,(206) 302-1200,"9800 4th Ave NE, Seattle, WA 98115",,,https://wa.kaiserpermanente.org/html/public/locations/northgate,ChIJn9a9Fv8TkFQR0wzyCs4zgEA,false,false,false,false
96710a8e-c632-4dc8-8c2b-f6351d217106,Northgate Executive Center II,,,,"9725 3rd Ave NE, Seattle, WA 98115",,,,ChIJu-jAfP8TkFQRJnXJZMlJIqM,false,false,false,false
979759cc-6a03-4b1e-90ca-97ff04d25eb9,Realtime CD & Dvd Duplication,,,(206) 523-8050,"336 NE 89th St, Seattle, WA 98115",,,http://realtimepip.com/,ChIJgyJYjQAUkFQRG2zzMRXddlU,false,false,false,false
97f6dc26-2fb2-4443-8538-b3ddff497826,Yes Siam Thai Cafe and Bar,,,(206) 403-1994,"8014 15th Ave NE, Seattle, WA 98115",,,https://yessiamthaicafe.com/,ChIJ5QjNO3YVkFQRfkLAVV0Szgo,false,false,false,false
9995ac43-1fc1-425e-83e4-616a8c2627b3,,,,,,,,,,false,false,false,false
9a7820b6-da5e-4855-9387-113c8025cb14,Blooma Tree Experts,,,(206) 714-9835,"8521 Roosevelt Way NE, Seattle, WA 98115",,,https://www.bloomatree.com/,ChIJyyC-SfwTkFQRVDf5k-vGFow,false,false,false,false
9d3d7feb-fc96-49a0-a129-0f8afa414920,Don Lucho's,,,(206) 257-1333,"7919 Roosevelt Way NE, Seattle, WA 98115",,,https://www.donluchosinseattle.com/,ChIJXbOMpzoVkFQROR3PSKiSYpU,false,false,false,false
9e4904c7-c202-4ac7-af6d-7e6022270168,East West Bank,,,(206) 525-8118,"9709 3rd Ave NE Suite 110, Seattle, WA 98115",,,https://www.eastwestbank.com/,ChIJVxLVogAUkFQRIgLM3KaBwa0,false,false,false,false
9e4c16e3-d1c5-4468-bb02-0d0c051e8391,Ban Hua Sai,,,(206) 522-6001,"9400 Roosevelt Way NE, Seattle, WA 98115",,,https://banhuasaiseattle.com/,ChIJE9H5tvkTkFQRnQq6L1v-MbI,false,false,false,false
